output_id,"Train, Test, Eval",Train/Test Samples,mask_match,shape_match,rotation_match,color_match,Comments,Tagging,Errors
e48d4e1a,training,"(4, 1)",FALSE,TRUE,FALSE,FALSE,"https://www.kaggle.com/c/abstraction-and-reasoning-challenge/discussion/13049
https://github.com/fchollet/ARC/pull/37","['count_tiles', 'pattern_moving', 'detect_grid', 'out_of_boundary']",TRUE
a740d043,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'detect_background_color', 'recoloring']",
746b3537,training,"(5, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'direction_guessing']",
1f85a75f,training,"(2, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'find_the_intruder']",
8f2ea7aa,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'fractal_repetition']",
d23f8c26,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'image_expansion']",
7468f01a,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'image_reflection']",
f25fbde4,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'image_resizing']",
28bf18c6,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'pattern_repetition']",
80af3007,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'pattern_resizing', 'image_resizing', 'fractal_repetition']",
3f7978a0,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'rectangle_guessing', 'find_the_intruder']",
90c28cc7,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'rectangle_guessing', 'summarize']",
ce602527,training,"(4, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'size_guessing', 'shape_guessing', 'find_the_intruder', 'remove_intruder']",
b94a9452,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['crop', 'take_negative']",
1cf80156,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,['crop'],
d10ecb37,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,['crop'],
239be575,training,"(6, 2)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_connectedness', 'associate_images_to_bools']",
1c786137,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_enclosure', 'crop']",
7837ac64,training,"(4, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'color_guessing', 'grid_coloring', 'crop', 'extrapolate_image_from_grid']",
06df4c85,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'connect_the_dots', 'grid_coloring']",
1190e5a7,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'count_hor_lines', 'count_ver_lines', 'detect_background_color', 'color_guessing', 'create_image_from_info']",
5daaa586,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'crop', 'draw_line_from_point', 'direction_guessing']",
83302e8f,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'detect_closed_curves', 'rectangle_guessing', 'associate_colors_to_bools', 'loop_filling']",
47c1f68c,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'find_the_intruder', 'crop', 'recolor', 'color_guessing', 'image_repetition', 'image_reflection']",
2dc579da,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'find_the_intruder', 'crop']",
f8b3ba0a,training,"(4, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'find_the_intruder', 'dominant_color', 'count_tiles', 'summarize', 'order_numbers']",
941d9a10,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'loop_filling', 'pairwise_analogy']",
272f95fa,training,"(2, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'mimic_pattern', 'grid_coloring']",
39e1d7f9,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'pattern_repetition', 'grid_coloring']",
6d0160f0,training,"(4, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_image', 'find_the_intruder', 'pattern_moving']",
54d9e175,training,"(4, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_images', 'associate_images_to_images']",
6773b310,training,"(4, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_images', 'count_tiles', 'associate_colors_to_numbers']",
29623171,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_images', 'count_tiles', 'take_maximum', 'grid_coloring']",
09629e4f,training,"(4, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_images', 'count_tiles', 'take_minimum', 'enlarge_image', 'create_grid', 'adapt_image_to_grid']",
0b148d64,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_images', 'find_the_intruder', 'crop']",
88a62173,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_images', 'find_the_intruder', 'crop']",
c444b776,training,"(2, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_images', 'find_the_intruder', 'image_repetition']",
1e32b0e9,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_images', 'image_repetition', 'pattern_completion']",
a68b268e,training,"(6, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'separate_images', 'pattern_juxtaposition']",
cbded52d,training,"(3, 1)",TRUE,TRUE,FALSE,TRUE,https://www.kaggle.com/c/abstraction-and-reasoning-challenge/discussion/131021,"['detect_grid', 'separate_images', 'pattern_modification', 'pattern_repetition', 'pattern_juxtaposition', 'connect_the_dots']",TRUE
9f236235,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'summarize', 'image_reflection']",
780d0b14,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_grid', 'summarize']",
25d8a9c8,training,"(4, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_hor_lines', 'recoloring', 'remove_noise']",
2dee498d,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,"https://www.kaggle.com/davidbnn92/task-tagging
https://github.com/fchollet/ARC/issues/30","['detect_repetition', 'crop', 'divide_by_n']",TRUE
44f52bb0,training,"(6, 2)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_symmetry', 'associate_images_to_bools']",
bd4472b8,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'pattern_expansion', 'ex_nihilo', 'color_guessing', 'color_palette']",
363442ee,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'pattern_repetition', 'pattern_juxtaposition']",
e98196ab,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'separate_images', 'image_juxtaposition']",
e3497940,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'separate_images', 'image_reflection', 'image_juxtaposition']",
8e5a5113,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://github.com/fchollet/ARC/pull/8,"['detect_wall', 'separate_images', 'image_repetition', 'image_rotation']",TRUE
3428a4f5,training,"(4, 2)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'separate_images', 'pattern_differences']",
0520fde7,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'separate_images', 'pattern_intersection']",
1b2d62fb,training,"(5, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'separate_images', 'pattern_intersection']",
cf98881b,training,"(5, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'separate_images', 'pattern_juxtaposition']",
6430c8c4,training,"(4, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'separate_images', 'take_complement', 'pattern_intersection']",
f2829549,training,"(5, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'separate_images', 'take_complement', 'pattern_intersection']",
ce4f8723,training,"(4, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['detect_wall', 'separate_images', 'take_complement', 'take_intersection']",
0a938d79,training,"(4, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['direction_guessing', 'draw_line_from_point', 'pattern_expansion']",
2281f1f4,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['direction_guessing', 'draw_line_from_point', 'pattern_intersection']",
178fcbfb,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['direction_guessing', 'draw_line_from_point']",
5168d44c,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['direction_guessing', 'recoloring', 'contouring', 'pattern_moving']",
d4469b4b,training,"(7, 2)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['dominant_color', 'associate_images_to_colors']",
2bee17df,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_border', 'count_tiles', 'take_maximum']",
c1d99e64,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_border', 'detect_grid']",
3bd67248,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_border', 'diagonals', 'pattern_repetition']",
834ec97d,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_border', 'pattern_repetition', 'spacing', 'measure_distance_from_side']",
ef135b50,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,"https://www.kaggle.com/c/abstraction-and-reasoning-challenge/discussion/131021
https://github.com/fchollet/ARC/issues/28","['draw_line_from_point', 'bridges', 'connect_the_dots']",TRUE
29c11459,training,"(2, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'count_tiles']",
8d510a79,training,"(2, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'detect_wall', 'direction_guessing', 'associate_colors_to_bools']",
d07ae81c,training,"(3, 1)",TRUE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'diagonals', 'color_guessing']",
5c0a986e,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'diagonals', 'direction_guessing']",
623ea044,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'diagonals']",
25d487eb,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'direction_guessing', 'color_guessing']",
6e19193c,training,"(2, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'direction_guessing', 'diagonals']",
7ddcd7ec,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'direction_guessing', 'diagonals']",
2dd70a9a,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'direction_guessing', 'maze']",
508bd3b6,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'direction_guessing', 'pattern_reflection']",
d43fd935,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'direction_guessing', 'projection_unto_rectangle']",
bdad9b1f,training,"(2, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'direction_guessing', 'recoloring', 'take_intersection']",
855e0971,training,"(4, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'direction_guessing', 'separate_images', 'holes']",
f15e1fac,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'gravity', 'obstacles', 'direction_guessing']",
d9f24cd1,training,"(2, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'gravity', 'obstacles']",
97999447,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'pattern_expansion']",
99fa7670,training,"(4, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'pattern_expansion']",
23581191,training,"(2, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'pattern_intersection']",
f1cefba8,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'pattern_modification']",
8403a5d5,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'pattern_repetition', 'direction_guessing']",
41e4d17e,training,"(2, 1)",TRUE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'pattern_repetition']",
2c608aff,training,"(4, 1)",TRUE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_line_from_point', 'projection_unto_rectangle']",
6d58a25d,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,['draw_line_from_point'],
a78176bb,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_parallel_line', 'direction_guessing', 'remove_intruders']",
57aa92db,training,"(4, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_pattern_from_point', 'pattern_repetition', 'pattern_resizing']",
3ac3eb23,training,"(2, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['draw_pattern_from_point', 'pattern_repetition']",
6f8cd79b,training,"(4, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['ex_nihilo', 'contouring']",
28e73c20,training,"(5, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['ex_nihilo', 'mimic_pattern']",
af902bf9,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['ex_nihilo', 'x_marks_the_spot']",
b27ca6d3,training,"(2, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'count_tiles', 'contouring']",
5.12E+65,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'crop', 'recoloring']",
c909285e,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'crop', 'rectangle_guessing']",
48d8fb45,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'crop']",
72ca375d,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'detect_symmetry', 'crop']",
32597951,training,"(3, 1)",TRUE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'recoloring']",
31aa019c,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'remove_noise', 'contouring']",
91714a58,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'remove_noise']",
d9fac9be,training,"(4, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'summarize', 'x_marks_the_spot']",
b9b7f026,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['find_the_intruder', 'summarize']",
56dc2b01,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['gravity', 'direction_guessing', 'pattern_expansion']",
4093f84a,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['gravity', 'recoloring', 'projection_unto_rectangle']",
3618c87e,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,['gravity'],
3906de3d,training,"(3, 1)",FALSE,TRUE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,['gravity'],
e8593010,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['holes', 'count_tiles', 'loop_filling', 'associate_colors_to_numbers']",
50cb2852,training,"(3, 1)",TRUE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['holes', 'rectangle_guessing']",
d13f3404,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['image_expansion', 'draw_line_from_point', 'diagonals']",
963e52fc,training,"(3, 1)",FALSE,FALSE,FALSE,TRUE,https://www.kaggle.com/davidbnn92/task-tagging,"['image_expansion', 'pattern_expansion']",
73251a56,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['image_filling', 'diagonal_symmetry']",
29ec7d0e,training,"(4, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['image_filling', 'pattern_expansion', 'detect_grid', 'pattern_repetition']",
5269061,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['image_filling', 'pattern_expansion', 'diagonals']",
9ecd008a,training,"(3, 1)",FALSE,FALSE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['image_filling', 'pattern_expansion', 'pattern_reflection', 'pattern_rotation', 'crop']",
484b58aa,training,"(3, 1)",FALSE,TRUE,FALSE,FALSE,https://www.kaggle.com/davidbnn92/task-tagging,"['image_filling', 'pattern_expansion', 'pattern_repetition']",
